uJAVA,J0378,J0395,J0410,J0430,gJPLUS,J0515,rJPLUS,J0660,iJPLUS,J0861,zJPLUS
-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000
