Hbeta_1.0,Hbeta_2.0,Hbeta_3.0,Hbeta_4.0,Hbeta_5.0,Hbeta_6.0,Hbeta_7.0,Hbeta_8.0,Hbeta_9.0,Hbeta_10.0,Hbeta_11.0,Hbeta_12.0,Hbeta_13.0,Hbeta_14.0,Hbeta_15.0,Hbeta_16.0,Hbeta_17.0,Hbeta_18.0,Hbeta_19.0,Hbeta_20.0,Hbeta_21.0,Hbeta_22.0,Hbeta_23.0,Hbeta_24.0,Hbeta_25.0,Halpha_1.0,Halpha_2.0,Halpha_3.0,Halpha_4.0,Halpha_5.0,Halpha_6.0,Halpha_7.0,Halpha_8.0,Halpha_9.0,Halpha_10.0,Halpha_11.0,Halpha_12.0,Halpha_13.0,Halpha_14.0,Halpha_15.0,Halpha_16.0,Halpha_17.0,Halpha_18.0,Halpha_19.0,Halpha_20.0,Halpha_21.0,Halpha_22.0,Halpha_23.0,Halpha_24.0,Halpha_25.0
-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000
