Halpha01nm,Halpha02nm,Halpha03nm,Halpha04nm,Halpha05nm,Halpha06nm,Halpha07nm,Halpha08nm,Halpha09nm,Halpha10nm
-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000
