uJava,u,J0378,J0390,J0400,J0410,J0420,J0430,J0440,J0450,J0460,J0470,J0480,gSDSS,J0490,J0500,J0510,J0520,J0530,J0540,J0550,J0560,J0570,J0580,J0590,J0600,J0610,J0620,rSDSS,J0630,J0640,J0650,J0660,J0670,J0680,J0690,J0700,J0710,J0720,J0730,J0740,J0750,J0760,iSDSS,J0770,J0780,J0790,J0800,J0810,J0820,J0830,J0840,J0850,J0860,J0870,J0880,J0890,J0900,J0910,J1007
-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000,-56.1000
