f336w,f343n,f350lp,f390m,f390w,f395n,f410m,f438w,f467m,f475w,f475x,f547m,f555w,f600lp,f606w,f621m,f625w,f657n,f665n,f673n,f680n,f689m,f763m,f775w,f814w,f845m,f850lz,f373n,f469n,f487n,f502n,f631n,f645n,f656n,f658n
-26.2075,-26.2251,-26.4001,-25.4302,-25.5760,-25.3526,-25.3068,-25.4248,-25.5921,-25.6913,-25.8111,-26.0718,-25.9925,-27.0924,-26.3243,-26.5023,-26.5157,-26.8036,-26.7437,-26.7810,-26.8357,-26.8550,-27.1785,-27.1922,-27.3412,-27.5239,-27.7352,-26.1842,-25.5931,-26.0329,-25.8092,-26.5504,-26.6295,-27.0848,-25.8675
