f300w,f336w,f380w,f410m,f439w,f450w,f467m,f547m,f555w,f569w,f606w,f622w,f675w,f702w,f785lp,f791w,f814w,f850lp
-26.1306,-26.2025,-25.5304,-25.3141,-25.4241,-25.6025,-25.5853,-26.0929,-26.0706,-26.1828,-26.3839,-26.4905,-26.7672,-26.8551,-27.5838,-27.2827,-27.3229,-27.7125
